2016-12-17 15:30:20,":)","5시쯤 도착한다고???"
2016-12-17 15:30:28,"PiJonTwo","아닐듯"
2016-12-17 15:30:29,"PiJonTwo","ㅋㅋ"
2016-12-17 15:30:34,"PiJonTwo","전철 놓쳐서"
2016-12-17 15:30:34,":)","ㅡㅡ?"
2016-12-17 15:30:35,"PiJonTwo","음"
2016-12-17 15:30:36,":)","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
